STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,facility,Health facility,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DE,Germany,2017,,106176.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DE,Germany,2018,,107508.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DE,Germany,2019,,108519.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,1972,,10870.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,1973,,10792.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,1974,,10673.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,1975,,10648.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,1976,,10620.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,1977,,10070.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,1978,,9648.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,1979,,9547.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,1980,,9352.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,1981,,8965.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,1982,,8744.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,1983,,9405.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,1984,,9117.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,1985,,8915.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,1986,,8743.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,1987,,5893.00,,b,break in time series,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,1988,,5639.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,1989,,5202.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,1990,,4906.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,1991,,4732.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,1992,,4338.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,1993,,4252.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,1994,,4259.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,1995,,4204.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,1996,,4209.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,1997,,4214.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,1998,,4177.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,1999,,4198.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,2000,,4044.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,2001,,4031.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,2002,,3965.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,2003,,3843.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,2004,,3647.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,2005,,3541.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,2006,,3422.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,2007,,3351.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,2008,,3212.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,2009,,3191.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,2010,,3164.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,2011,,2967.00,,b,break in time series,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,2013,,3020.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,2016,,2275.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,2017,,2694.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,2018,,2793.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,2019,,3002.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),DK,Denmark,2020,,3023.00,,p,provisional,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EE,Estonia,1994,,1585.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EE,Estonia,1995,,1527.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EE,Estonia,1996,,1413.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EE,Estonia,1997,,1361.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EE,Estonia,1998,,1235.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EE,Estonia,1999,,1128.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EE,Estonia,2000,,1083.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EE,Estonia,2001,,933.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EE,Estonia,2002,,882.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EE,Estonia,2003,,765.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EE,Estonia,2004,,681.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EE,Estonia,2005,,723.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EE,Estonia,2006,,743.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EE,Estonia,2007,,742.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EE,Estonia,2008,,744.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EE,Estonia,2009,,721.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EE,Estonia,2010,,712.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EE,Estonia,2011,,717.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EE,Estonia,2012,,712.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EE,Estonia,2013,,690.00,,b,break in time series,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EE,Estonia,2014,,690.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EE,Estonia,2015,,688.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EE,Estonia,2016,,671.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EE,Estonia,2017,,675.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EE,Estonia,2018,,682.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EE,Estonia,2019,,672.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EL,Greece,1993,,11489.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EL,Greece,1994,,10654.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EL,Greece,1995,,11530.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EL,Greece,1996,,11205.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EL,Greece,1997,,11236.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EL,Greece,1998,,11323.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EL,Greece,1999,,10552.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EL,Greece,2000,,10626.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EL,Greece,2001,,10218.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EL,Greece,2002,,10158.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EL,Greece,2003,,9693.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EL,Greece,2004,,9902.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EL,Greece,2005,,9627.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EL,Greece,2006,,9736.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EL,Greece,2007,,9644.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EL,Greece,2008,,9235.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EL,Greece,2009,,8975.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EL,Greece,2010,,8372.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EL,Greece,2011,,8145.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EL,Greece,2012,,8451.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EL,Greece,2013,,7651.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EL,Greece,2014,,7838.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EL,Greece,2015,,7911.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EL,Greece,2016,,7624.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EL,Greece,2017,,7915.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EL,Greece,2018,,7934.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),EL,Greece,2019,,7661.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),ES,Spain,1985,,35342.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),ES,Spain,1986,,33059.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),ES,Spain,1987,,31321.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),ES,Spain,1988,,30100.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),ES,Spain,1989,,29634.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),ES,Spain,1990,,27532.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),ES,Spain,1991,,26400.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),ES,Spain,1992,,25050.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),ES,Spain,1993,,24390.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),ES,Spain,1994,,24165.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),ES,Spain,1995,,23639.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),ES,Spain,1996,,23071.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),ES,Spain,1997,,22278.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),ES,Spain,1998,,21100.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),ES,Spain,1999,,21315.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),ES,Spain,2000,,20891.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),ES,Spain,2001,,20652.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),ES,Spain,2002,,20797.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),ES,Spain,2003,,20401.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),ES,Spain,2004,,20318.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),ES,Spain,2005,,19865.00,,,,,
dataflow,ESTAT:HLTH_RS_BDS(1.0),Hospital beds by type of care - historical data (1960-2020),A,Annual,NR,Number,HBEDI_PSY,Psychiatric care beds in hospitals (HP.1),ES,Spain,2006,,20228.00,,,,,
